title,sentence,date
Bitcoin Price Flash Crashes by $700 in Minutes Back Below $12K,"Most of the top 20 cryptocurrencies are reporting mixed movements on the day by press time, as Bitcoin breaks the $11,800 mark again.",2019-08-06
"Price Analysis 05/08: BTC, ETH, XRP, LTC, BCH, BNB, EOS, BSV, XLM, XMR",Bitcoin has resumed its uptrend. Can it break out of the recent highs? Let’s analyze the charts.,2019-08-06
"Bitcoin Nears $11,000 Mark While Altcoins See Mixed Results","Bitcoin is up almost 15% over the past seven days, with its price nearing the $11,000 mark.",2019-08-05
Exchange OKEx Launches Data Analytics Platform for Derivatives Trading,Digital asset and cryptocurrency exchange OKEx now provides real-time data and six market indicators useful in derivatives trading.,2019-08-04
"Bitcoin Price Holds $10,000 as Top Cryptos See Mixed Movements","The top 20 cryptocurrencies are reporting mixed movements on the day by press time as Bitcoin broke the $10,750 mark again.",2019-08-04
"Price Analysis 02/08: BTC, ETH, XRP, LTC, BCH, BNB, EOS, BSV, XLM, ADA",Bitcoin is looking strong. Can it start a rally? What are the target levels to watch out for? Let’s analyze the charts.,2019-08-03
Behind Ripple’s Regulation Call: ‘Do Not Paint Us With a Broad Brush’,"Ripple has a long history of pro-regulation declarations and actions, but this time, its fervor appears to be profoundly reactive...",2019-08-03
Grayscale to Conduct One of Largest Single Day Crypto Transfers,Digital asset management fund Grayscale Investments will today transfer nearly $3 billion worth in cryptocurrency holdings to American crypto exchange Coinbase.,2019-08-03
"Price Analysis 31/07: BTC, ETH, XRP, LTC, BCH, BNB, EOS, BSV, XLM, ADA",Will volatility in cryptocurrencies pick up after the Fed’s announcement today? What are the critical levels to watch out for?,2019-08-01
"Tezos Rallies Following Coinbase Announcement, Major Tokens Up Slightly","Tezos is rallying due to recent news about its Coinbase Pro listing, while top coins are seeing slight gains on the day.",2019-07-31
"Price Analysis 30/07: BTC, ETH, XRP, LTC, BCH, BNB, EOS, BSV, XLM, ADA",A few major cryptocurrencies are showing signs of life. Can bulls build on the gains? Let’s analyze the charts.,2019-07-31
Chile-Based Remittance and Payment Firm CurrencyBird Joins RippleNet,CurrencyBird has reportedly become the first Chilean remittances company to the join RippleNet platform.,2019-07-30
"Price Analysis 29/07: BTC, ETH, XRP, LTC, BCH, BNB, EOS, BSV, XLM, ADA",Is volatility in Bitcoin likely to expand soon? Will the price move up or plummet? Let’s analyze the charts.,2019-07-30
"Crypto Markets See Mild Fluctuations, BTC Holds $9,500","Crypto markets are seeing mild fluctuations, mixed red and green, while Bitcoin is holding ground around the $9,600 mark.",2019-07-29
Open Letter From Ripple Asks US Gov’t For Fair Crypto Regulation,Payment network Ripple requests fair regulation ahead of fresh Senate debate on crypto and blockchain approach.,2019-07-29
"Price Analysis 28/07: BTC, ETH, XRP, LTC, BCH, BNB, EOS, BSV, XLM, ADA",Will Bitcoin stage a reversal from the current levels and resume its uptrend? Let’s analyze the chart.,2019-07-29
"Bitcoin Falls Under $9,600 as Most Altcoins See Major Losses","Most of the top 20 cryptocurrencies are reporting losses on the day by press time, as Bitcoin fell below the $9,600 mark.",2019-07-28
"Price Analysis 27/07: BTC, ETH, XRP, LTC, BCH, BNB, EOS, BSV, XLM, ADA","Bitcoin price is at a critical level. If the support cracks, it can result in a sharp fall to $7,450.",2019-07-28
SWIFT Vs. Ripple — The Importance of Speed in Cross-Border Payments,"With SWIFT looking to match Ripple’s transaction settlement rate, is speed the determining factor by which the success of a payment network will be measured?",2019-07-27
"Price Analysis 26/07: BTC, ETH, XRP, LTC, BCH, BNB, EOS, BSV, XLM, ADA",A few altcoins are showing first signs of a turnaround. Can the recovery last or will it fizzle out at higher levels?,2019-07-27
Croatian Post Launches Pilot Program for Crypto-to-Fiat Exchange,The Croatian Post is running a pilot program to let customers exchange crypto for cash by means of a QR code scanner in select offices.,2019-07-26
Ripple CEO Brad Garlinghouse Concerned About Effects of Facebook's Libra,"Brad Garlinghouse, CEO of crypto startup Ripple, is concerned about potentially stricter regulations for the digital currency industry caused by Facebook’s Libra stablecoin.",2019-07-26
Ripple Sold Over $250 Million in XRP in the Second Quarter of 2019,"Ripple has released its market report for the second quarter of 2019, in which it sold $250 million in XRP, a 48% increase in XRP sales since Q1.",2019-07-25
"Price Analysis 24/07: BTC, ETH, XRP, LTC, BCH, BNB, EOS, BSV, XLM, TRX","Following criticism from Donald Trump and increased millennial interest in crypto, Bitcoin is at a make or break level. What should traders do now?",2019-07-25
Bitcoin Not Moved for at Least Five Years Is at an All-Time High,The amount of Bitcoin that has not been moved for at least five years is at an all-time high.,2019-07-25
"Price Analysis 22/07: BTC, ETH, XRP, LTC, BCH, BNB, EOS, BSV, TRX, XLM",Bitcoin is ready for a big move in either direction. Let’s watch the critical levels on the charts.,2019-07-23
SWIFT Catching Up to Ripple in Speed After Instant Remittance Trial,SWIFT says it conducted a successful trial of instant cross-border transfers in Asia.,2019-07-22
Bank of America Files Patent for Settlement System Citing ‘Ripple’,Bank of America has filed a patent application for a settlement system citing the Ripple ledger.,2019-07-22
"Major Coins Trading Sideways With Moderate Losses, Bitcoin Near $10,400","Crypto markets are trading sideways, remaining relatively quiet with slight losses throughout the top 20 coins.",2019-07-21
"Bitcoin Approaches $11,000 With All Top 20 in Green","All top-20 coins by market cap are seeing significant gains, while Bitcoin approaches 11,000.",2019-07-21
"Price Analysis 19/07: BTC, ETH, XRP, LTC, BCH, BNB, EOS, BSV, TRX, XLM",The quick pullback from the lows shows demand at lower levels. Is this a good point to enter or will the correction deepen? Let’s look at the charts.,2019-07-20
"Major Crypto Markets Report Mixed Signals, Gold Slightly Fell","Cryptocurrency markets see modest gains and losses, with Bitcoin struggling to stay above the $10,000 price mark.",2019-07-20
"Major Coins in the Green, Bitcoin Hovers Over $10,000","Top digital currencies have seen notable gains on the day, with Bitcoin trading at $10,549.",2019-07-19
Major Altcoins Rally as Bitcoin Sees Slight Gains,Major altcoins are rallying on the day as Bitcoin makes mild gains following yesterday’s slump.,2019-07-18
"Price Analysis 17/07: BTC, ETH, XRP, LTC, BCH, EOS, BNB, BSV, XLM, TRX",This dip is a good buying opportunity in Bitcoin. What are the critical levels to watch out for? Let’s look at the charts.,2019-07-18
"Bitcoin Dips Below $10,000 for the Second Time in July","Bitcoin dipped below the $10,000 threshold for the second time in July following a hearing on Facebook’s Libra crypto project.",2019-07-17
"Bitpoint Reveals Amounts Stolen, Pledging to Reimburse Users in Crypto",Japanese exchange Bitpoint has published the breakdown of crypto assets stolen in the $27.8 million hack of its platform earlier this month.,2019-07-16
"Price Analysis 15/07: BTC, ETH, XRP, LTC, BCH, EOS, BNB, BSV, TRX, XLM",Can Bitcoin again lead the next leg of the recovery? Let’s look at the charts.,2019-07-16
"Bitcoin Falls Under $10,400 as Major Altcoins See Double-Digit Losses","Most of the top 20 cryptocurrencies are reporting losses on the day as Bitcoin falls under the $10,400 mark.",2019-07-15
"Bitcoin Falls under $11,450 as US Stock Market Sees Minor Downturn","Most of the top 20 cryptocurrencies are reporting losses on the day as Bitcoin falls under the $11,450 mark again.",2019-07-14
"Price Analysis 12/07: BTC, ETH, XRP, LTC, BCH, EOS, BNB, BSV, TRX, XLM",Bitcoin has risen after Trump’s negative tweets. Can it continue its move up or will it reverse direction? Let’s look at the charts.,2019-07-13
"Crypto Markets Continue Trading in Red, Oil Reports Losses","Crypto markets are down on the day, with some top-20 coins reporting double-digit losses.",2019-07-12
"Crypto Markets See Sharp Drop, Gold Is on the Rise","Cryptocurrency markets could not maintain their bullish trend from early trading, with most major coins seeing red today.",2019-07-11
"Price Analysis 10/07: BTC, ETH, XRP, BCH, LTC, EOS, BNB, BSV, TRX, ADA",Bitcoin is facing profit booking at higher levels. Is this a warning sign of an impending correction? Let’s study the charts.,2019-07-11
"Bitcoin Breaks $12,500 as US Stock Market Sees Minor Downturn","The top 20 cryptocurrencies are reporting mixed movements on the day as Bitcoin breaks the $12,500 mark again.",2019-07-10
"Price Analysis 08/07: BTC, ETH, XRP, LTC, BCH, EOS, BNB, BSV, TRX, ADA",Bitcoin’s rally continues to attract traditional investors. Will their entry propel the price to new highs? Let’s study the charts.,2019-07-09
"Bitcoin Below $11,400 as Top Cryptos Trade Sideways","Bitcoin has dipped below $11,400 as major coins trade sideways.",2019-07-07
"Bitcoin Approaches  $11,500 as Top Cryptos See Gains","Most of the top 20 cryptocurrencies are reporting moderate gains on the day as Bitcoin approaches the $11,500 mark once again.",2019-07-07
"Top Crypto Markets Report Losses, Bitcoin Hovers Around $11,000","Crypto markets are down on the day, with almost all coins in the top 20 down from 1% to 5% and bitcoin trading below $11,000.",2019-07-06
"Price Analysis 05/07: BTC, ETH, XRP, LTC,  BCH, EOS, BNB, BSV, TRX, ADA",What are the critical levels to watch on bitcoin? Let’s study the charts.,2019-07-06
"Cryptocurrency Market Trades Sideways as Bitcoin Hovers Shy of $12,000",The cryptocurrency market trades sideways as analysts speculate on holiday-fueled FOMO.,2019-07-05
Ripple Incubator Xpring Announces $500 Million Invested in XRP Projects,Ripple’s investments arm Xpring reports that it has invested around $500 million on XRP initiatives so far.,2019-07-04
"Price Analysis 03/07: BTC, ETH, XRP, BCH, LTC,  EOS, BNB, BSV, TRX, ADA","Will bitcoin start the next leg of the rally and break out of $14,000? Let’s study the charts.",2019-07-04
"Bitcoin Falls Under $10,800 as US Stock Market Sees Minor Downturn","Most of the top 20 cryptocurrencies are reporting moderate losses on the day as Bitcoin hovers over the $10,600 mark again.",2019-07-03
Operator of Newly Launched Binance US Appoints Former Ripple Exec as New CEO,"BAM Trading Services, the operator of Binance US, has appointed a former Ripple exec as CEO to oversee the launch of the platform.",2019-07-03
"Bitcoin Price Drops Under $10,000 as Downtrend Continues","Bitcoin price broke under $10,000 earlier this morning as the short-term market trend remains bearish.",2019-07-02
"Price Analysis 01/07: BTC, ETH, XRP, BCH, LTC,  EOS, BNB, BSV, ADA, TRX","After a vertical rally, will bitcoin see a waterfall decline? What are the critical levels to watch on the way down? Let’s study the charts.",2019-07-02
"Bitcoin Near $11,000 as Marked Corrects Downward",Major cryptocurrencies are in the red as markets are correcting downward.,2019-07-01
"XRP, Libra and Visa to Fight It Out for Cross-Border Remittance Crown",Crypto remittance on the rise as fintech companies increasingly leverage crypto and blockchain to capture the international payments market.,2019-06-30
"Bitcoin Hover Over $11,800 as Top Cryptos See Gains","Most of the top 20 cryptocurrencies are reporting moderate to significant gains on the day as bitcoin hovers around $11,800.",2019-06-30
"Crypto Markets Are Green Across the Board as Bitcoin Crosses $12,000",The cryptocurrency market is trending up after a flash crash by bitcoin on Wednesday followed by across-the-board losses on Thursday.,2019-06-29
"Price Analysis 28/06: BTC, ETH, XRP, BCH, LTC,  EOS, BNB, BSV, ADA, TRX",Is this correction a buying opportunity or has bitcoin made a short-term top? Let’s analyze the charts.,2019-06-29
Exit Scam? Dublin-Based Exchange Bitsane Vanishes With Users’ Funds,"Ireland-based cryptocurrency exchange Bitsane has apparently vanished, taking as many as 246,000 users’ crypto deposits with it.",2019-06-28
"Bitcoin Falls Under $10,800 as US Stock Market Sees Minor Uptrend","Most of the top 20 cryptocurrencies are reporting significant losses on the day as Bitcoin falls under the $10,800 mark again.",2019-06-28
Regtech Startup Coinfirm to Investigate XRP's Compliance With AML Provisions,Regulation technology startup Coinfirm will investigate how cryptocurrency XRP is being used.,2019-06-28
"Singaporean Exchange Bitrue Gets Hacked, Losing $5 Million in XRP, Cardano","Singapore-based cryptocurrency exchange Bitrue has suffered a major hack, losing 9.3 million XRP and 2.5 million cardano (ADA) from its hot wallet.",2019-06-27
Imgur Receives $20M From Ex-Ripple CTO’s Payments Startup,Imgur received $20 million from an ex-Ripple CTO’s micropayments startup.,2019-06-27
"Price Analysis 26/06: BTC, ETH, XRP, BCH, LTC,  EOS, BNB, BSV, ADA, TRX",How far can the parabolic rise of bitcoin continue? What are the next levels to watch out for?,2019-06-27
